Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,LABEL-I,LABEL-II,LABEL-III
192.168.1.104-192.168.1.1-0-0-1,192.168.1.104,0,192.168.1.1,0,1,2022-09-12 18:03:38.412785,117901701,40,0,0,0,0,0,0,0,0,0,0,0,0,0.339265673529172,3023120.53846154,2479835.21232571,6986658,15,117901701,3023120.53846154,2479835.21232571,6986658,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339265673529172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6489762.125,5771119.55531335,16327434,44,5998509.45454545,613275.130887494,6986658,5181432,3,3,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-43158-30005-6,192.168.1.104,43158,192.168.1.102,30005,6,2022-09-12 17:45:59.177378,16458,7,0,574,0,574,0,82,216.951607507296,0,0,0,0,34876.6557297363,425.325069874833,2743,5573.17439167303,14112,112,16458,2743,5573.17439167303,14112,112,0,0,0,0,0,1,0,0,0,0,0,232,0,425.325069874833,0,0,574,82,216.951607507296,47068,1,1,0,1,6,0,0,0,0,82,82,0,0,0,0,0,0,0,1,82,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,16458,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-52240-30005-6,192.168.1.104,52240,192.168.1.102,30005,6,2022-09-12 17:54:14.827331,11270,6,0,553,0,553,0,92.1666666666667,225.761304626516,0,0,0,0,49068.3229813665,532.386867790595,2254,4014.05898063295,9422,135,11270,2254,4014.05898063295,9422,135,0,0,0,0,0,1,0,0,0,0,0,200,0,532.386867790595,0,0,553,92.1666666666667,225.761304626516,50968.1666666667,1,1,0,1,5,0,0,0,0,92.1666666666667,92.1666666666667,0,0,0,0,0,0,0,1,92,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,11270,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-52244-30005-6,192.168.1.104,52244,192.168.1.102,30005,6,2022-09-12 17:54:16.680036,11785,6,0,572,0,572,0,95.3333333333334,233.51802214533,0,0,0,0,48536.2749257531,509.121764955452,2357,3788.31294905793,9093,270,11785,2357,3788.31294905793,9093,270,0,0,0,0,0,1,0,0,0,0,0,200,0,509.121764955452,0,0,572,95.3333333333334,233.51802214533,54530.6666666667,1,1,0,1,5,0,0,0,0,95.3333333333333,95.3333333333333,0,0,0,0,0,0,0,1,95,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,11785,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-56732-30005-6,192.168.1.104,56732,192.168.1.102,30005,6,2022-09-12 17:45:40.115186,16175,6,0,682,0,682,0,113.666666666667,278.425334096355,0,0,0,0,42163.8330757342,370.942812982998,3235,6374.45381974017,14637,244,16175,3235,6374.45381974017,14637,244,0,0,0,0,0,1,0,0,0,0,0,200,0,370.942812982998,0,0,682,113.666666666667,278.425334096355,77520.6666666667,1,1,0,1,5,0,0,0,0,113.666666666667,113.666666666667,0,0,0,0,0,0,0,1,113,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,16175,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-0-0-1,192.168.1.104,0,192.168.1.1,0,1,2022-09-12 18:05:43.576966,116388924,27,0,0,0,0,0,0,0,0,0,0,0,0,0.231980836939432,4476497.07692308,1806469.06543637,7382876,860463,116388924,4476497.07692308,1806469.06543637,7382876,860463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231980836939432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6428424.33333333,3668236.35265454,10530063,860463,6122652.33333333,779906.688906766,7382876,5085275,3,3,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-40266-30005-6,192.168.1.104,40266,192.168.1.102,30005,6,2022-09-12 17:54:56.661528,12970,7,0,573,0,573,0,81.8571428571429,216.573643034287,0,0,0,0,44178.8743253662,539.70701619121,2161.66666666667,4395.49249421116,11121,168,12970,2161.66666666667,4395.49249421116,11121,168,0,0,0,0,0,1,0,0,0,0,0,232,0,539.70701619121,0,0,573,81.8571428571429,216.573643034287,46904.1428571429,1,1,0,1,6,0,0,0,0,81.8571428571429,81.8571428571429,0,0,0,0,0,0,0,1,81,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,12970,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-0-0-1,192.168.1.104,0,192.168.1.1,0,1,2022-09-12 18:07:44.385146,107685601,28,0,0,0,0,0,0,0,0,0,0,0,0,0.260016192879863,3988355.59259259,1773621.71616926,7787381,844814,107685601,3988355.59259259,1773621.71616926,7787381,844814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260016192879863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8905133.71428571,4769568.6120767,15087790,3085412,6357835.85714286,771412.751829056,7787381,5676586,3,3,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-56488-30005-6,192.168.1.104,56488,192.168.1.102,30005,6,2022-09-12 17:51:13.554766,15588,6,0,574,0,574,0,95.6666666666667,234.334518726257,0,0,0,0,36823.1973312805,384.911470361817,3117.6,6051.7441122374,13942,277,15588,3117.6,6051.7441122374,13942,277,0,0,0,0,0,1,0,0,0,0,0,200,0,384.911470361817,0,0,574,95.6666666666667,234.334518726257,54912.6666666667,1,1,0,1,5,0,0,0,0,95.6666666666667,95.6666666666667,0,0,0,0,0,0,0,1,95,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,15588,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-60532-30005-6,192.168.1.104,60532,192.168.1.102,30005,6,2022-09-12 17:56:31.631370,14761,6,0,555,0,555,0,92.5,226.577801207444,0,0,0,0,37599.0786532078,406.476525980625,2952.2,5403.62842912057,12600,218,14761,2952.2,5403.62842912057,12600,218,0,0,0,0,0,1,0,0,0,0,0,200,0,406.476525980625,0,0,555,92.5,226.577801207444,51337.5,1,1,0,1,5,0,0,0,0,92.5,92.5,0,0,0,0,0,0,0,1,92,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,14761,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-0-0-1,192.168.1.104,0,192.168.1.1,0,1,2022-09-12 18:14:38.506961,17025970,10,0,0,0,0,0,0,0,0,0,0,0,0,0.587338048874748,1891774.44444444,2160165.18245979,5682228,71,17025970,1891774.44444444,2160165.18245979,5682228,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587338048874748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6638081,0,6638081,6638081,5682228,0,5682228,5682228,3,3,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-33744-30005-6,192.168.1.104,33744,192.168.1.102,30005,6,2022-09-12 17:46:13.302290,19873,6,0,696,0,696,0,116,284.140810162849,0,0,0,0,35022.3921904091,301.917174055251,3974.6,7147.07232368611,16741,405,19873,3974.6,7147.07232368611,16741,405,0,0,0,0,0,1,0,0,0,0,0,200,0,301.917174055251,0,0,696,116,284.140810162849,80736,1,1,0,1,5,0,0,0,0,116,116,0,0,0,0,0,0,0,1,116,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,19873,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-33748-30005-6,192.168.1.104,33748,192.168.1.102,30005,6,2022-09-12 17:46:17.791889,11819,6,0,574,0,574,0,95.6666666666667,234.334518726257,0,0,0,0,48565.868516795,507.657162196463,2363.8,4433.27979040349,10293,249,11819,2363.8,4433.27979040349,10293,249,0,0,0,0,0,1,0,0,0,0,0,200,0,507.657162196463,0,0,574,95.6666666666667,234.334518726257,54912.6666666667,1,1,0,1,5,0,0,0,0,95.6666666666667,95.6666666666667,0,0,0,0,0,0,0,1,95,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,11819,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-68-67-17,192.168.1.104,68,192.168.1.1,67,17,2022-09-12 17:53:54.586572,0,1,0,296,0,296,296,296,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,296,296,296,0,0,0,0,0,0,0,0,0,0,0,296,296,0,0,0,0,0,0,0,1,296,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-0-0-1,192.168.1.104,0,192.168.1.1,0,1,2022-09-12 18:19:42.005807,16963311,9,0,0,0,0,0,0,0,0,0,0,0,0,0.530556799907754,2120413.875,2322722.7096591,4752557,19,16963311,2120413.875,2322722.7096591,4752557,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530556799907754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-41806-30005-6,192.168.1.104,41806,192.168.1.102,30005,6,2022-09-12 18:21:32.360693,15857,6,0,572,0,572,0,95.3333333333334,233.51802214533,0,0,0,0,36072.3970486221,378.381787223308,3171.4,5749.15787746345,13446,377,15857,3171.4,5749.15787746345,13446,377,0,0,0,0,0,1,0,0,0,0,0,200,0,378.381787223308,0,0,572,95.3333333333334,233.51802214533,54530.6666666667,1,1,0,1,5,0,0,0,0,95.3333333333333,95.3333333333333,0,0,0,0,0,0,0,1,95,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,15857,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-49352-30005-6,192.168.1.104,49352,192.168.1.102,30005,6,2022-09-12 18:11:12.515084,12954,6,0,696,0,696,0,116,284.140810162849,0,0,0,0,53728.5780453914,463.177396943029,2590.8,4591.52112050026,10801,315,12954,2590.8,4591.52112050026,10801,315,0,0,0,0,0,1,0,0,0,0,0,200,0,463.177396943029,0,0,696,116,284.140810162849,80736,1,1,0,1,5,0,0,0,0,116,116,0,0,0,0,0,0,0,1,116,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,12954,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-46898-30005-6,192.168.1.104,46898,192.168.1.102,30005,6,2022-09-12 18:16:19.591329,9698,6,0,561,0,561,0,93.5,229.027290950227,0,0,0,0,57846.9787585069,618.684264796865,1939.6,3401.18402912868,8008,143,9698,1939.6,3401.18402912868,8008,143,0,0,0,0,0,1,0,0,0,0,0,200,0,618.684264796865,0,0,561,93.5,229.027290950227,52453.5,1,1,0,1,5,0,0,0,0,93.5,93.5,0,0,0,0,0,0,0,1,93,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,9698,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-45008-30005-6,192.168.1.104,45008,192.168.1.102,30005,6,2022-09-12 17:48:59.230084,9124,6,0,679,0,679,0,113.166666666667,277.200589224963,0,0,0,0,74419.1144234985,657.606313020605,1824.8,3367.50526354451,7844,98,9124,1824.8,3367.50526354451,7844,98,0,0,0,0,0,1,0,0,0,0,0,200,0,657.606313020605,0,0,679,113.166666666667,277.200589224963,76840.1666666667,1,1,0,1,5,0,0,0,0,113.166666666667,113.166666666667,0,0,0,0,0,0,0,1,113,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,9124,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-33319-53-17,192.168.1.104,33319,192.168.1.1,53,17,2022-09-12 17:53:05.789122,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-59593-53-17,192.168.1.104,59593,192.168.1.1,53,17,2022-09-12 17:53:34.608838,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.1-46561-53-17,192.168.1.104,46561,192.168.1.1,53,17,2022-09-12 18:14:55.485459,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-41698-30005-6,192.168.1.104,41698,192.168.1.102,30005,6,2022-09-12 17:55:53.567699,13482,6,0,561,0,561,0,93.5,229.027290950227,0,0,0,0,41611.0369381398,445.037828215398,2696.4,4976.22560782768,11596,283,13482,2696.4,4976.22560782768,11596,283,0,0,0,0,0,1,0,0,0,0,0,200,0,445.037828215398,0,0,561,93.5,229.027290950227,52453.5,1,1,0,1,5,0,0,0,0,93.5,93.5,0,0,0,0,0,0,0,1,93,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,13482,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-48021-53-17,192.168.1.104,48021,192.168.1.1,53,17,2022-09-12 18:04:03.315205,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-58122-30005-6,192.168.1.104,58122,192.168.1.102,30005,6,2022-09-12 18:05:26.782630,14297,6,0,567,0,567,0,94.5,231.47678069301,0,0,0,0,39658.6696509757,419.668461915087,2859.4,4983.32417167497,11756,340,14297,2859.4,4983.32417167497,11756,340,0,0,0,0,0,1,0,0,0,0,0,200,0,419.668461915087,0,0,567,94.5,231.47678069301,53581.5,1,1,0,1,5,0,0,0,0,94.5,94.5,0,0,0,0,0,0,0,1,94,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,14297,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.102-39198-30005-6,192.168.1.104,39198,192.168.1.102,30005,6,2022-09-12 17:47:13.481487,17113,6,0,572,0,572,0,95.3333333333334,233.51802214533,0,0,0,0,33424.8816689067,350.610646876643,3422.6,6436.16771068001,14926,359,17113,3422.6,6436.16771068001,14926,359,0,0,0,0,0,1,0,0,0,0,0,200,0,350.610646876643,0,0,572,95.3333333333334,233.51802214533,54530.6666666667,1,1,0,1,5,0,0,0,0,95.3333333333333,95.3333333333333,0,0,0,0,0,0,0,1,95,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,17113,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-47167-53-17,192.168.1.104,47167,192.168.1.1,53,17,2022-09-12 17:59:54.500813,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
192.168.1.104-192.168.1.102-54214-30005-6,192.168.1.104,54214,192.168.1.102,30005,6,2022-09-12 18:19:03.020294,16509,7,0,571,0,571,0,81.5714285714286,215.817714088269,0,0,0,0,34587.1948634078,424.011145435823,2751.5,4528.0616493153,11841,229,16509,2751.5,4528.0616493153,11841,229,0,0,0,0,0,1,0,0,0,0,0,232,0,424.011145435823,0,0,571,81.5714285714286,215.817714088269,46577.2857142857,1,1,0,1,6,0,0,0,0,81.5714285714286,81.5714285714286,0,0,0,0,0,0,0,1,81,0,0,64240,0,1,32,0,0,0,0,0,0,0,0,-1,-1,16509,CVE-2020-9483,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')
192.168.1.104-192.168.1.1-45284-53-17,192.168.1.104,45284,192.168.1.1,53,17,2022-09-12 17:57:09.796677,0,1,0,52,0,52,52,52,0,0,0,0,0,Infinity,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,1,52,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0,NORMAL,NORMAL,Normal Traffic
